기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202501,홍콩,피부과,71.76
202501,홍콩,성형외과,17.26
202501,홍콩,약국,3.23
202501,홍콩,치과,2.53
202501,홍콩,대학/종합병원,2.94
202501,홍콩,한의학과,1.0
202501,홍콩,안과,1.28
202502,홍콩,피부과,71.66
202502,홍콩,성형외과,18.97
202502,홍콩,약국,2.39
202502,홍콩,치과,3.24
202502,홍콩,대학/종합병원,2.53
202502,홍콩,한의학과,0.83
202502,홍콩,안과,0.38
202502,홍콩,한약방,0.0
202503,홍콩,피부과,76.22
202503,홍콩,성형외과,15.69
202503,홍콩,약국,2.52
202503,홍콩,치과,2.01
202503,홍콩,대학/종합병원,2.28
202503,홍콩,한의학과,0.7
202503,홍콩,안과,0.58
202503,홍콩,한약방,0.0
202504,홍콩,피부과,75.45
202504,홍콩,성형외과,15.29
202504,홍콩,약국,3.32
202504,홍콩,치과,2.01
202504,홍콩,대학/종합병원,2.44
202504,홍콩,한의학과,0.99
202504,홍콩,안과,0.5
202504,홍콩,한약방,0.0
202505,홍콩,피부과,75.11
202505,홍콩,성형외과,13.64
202505,홍콩,약국,5.09
202505,홍콩,치과,2.62
202505,홍콩,대학/종합병원,2.07
202505,홍콩,한의학과,0.79
202505,홍콩,안과,0.67
202505,홍콩,한약방,0.0
202506,홍콩,피부과,75.26
202506,홍콩,성형외과,12.86
202506,홍콩,약국,5.32
202506,홍콩,치과,2.32
202506,홍콩,대학/종합병원,2.44
202506,홍콩,한의학과,0.99
202506,홍콩,안과,0.81
202506,홍콩,한약방,0.0
202507,홍콩,피부과,69.29
202507,홍콩,성형외과,15.57
202507,홍콩,약국,5.64
202507,홍콩,치과,3.45
202507,홍콩,대학/종합병원,3.34
202507,홍콩,한의학과,2.2
202507,홍콩,안과,0.51
202507,홍콩,한약방,0.0
202508,홍콩,피부과,73.55
202508,홍콩,성형외과,11.84
202508,홍콩,약국,5.81
202508,홍콩,치과,3.63
202508,홍콩,대학/종합병원,2.66
202508,홍콩,한의학과,1.73
202508,홍콩,안과,0.77
202508,홍콩,한약방,0.01
202509,홍콩,피부과,76.24
202509,홍콩,성형외과,13.36
202509,홍콩,약국,5.06
202509,홍콩,치과,2.18
202509,홍콩,대학/종합병원,1.7
202509,홍콩,한의학과,0.99
202509,홍콩,안과,0.48
202509,홍콩,한약방,0.0
202510,홍콩,피부과,73.39
202510,홍콩,성형외과,15.22
202510,홍콩,약국,6.35
202510,홍콩,치과,1.72
202510,홍콩,대학/종합병원,2.0
202510,홍콩,한의학과,0.79
202510,홍콩,안과,0.52
202510,홍콩,한약방,0.0
202511,홍콩,피부과,76.71
202511,홍콩,성형외과,13.87
202511,홍콩,약국,6.03
202511,홍콩,치과,1.6
202511,홍콩,대학/종합병원,0.94
202511,홍콩,한의학과,0.64
202511,홍콩,안과,0.21
202511,홍콩,한약방,0.0
202512,홍콩,피부과,75.87
202512,홍콩,성형외과,12.82
202512,홍콩,약국,6.54
202512,홍콩,치과,1.83
202512,홍콩,대학/종합병원,1.79
202512,홍콩,한의학과,0.8
202512,홍콩,안과,0.36
202512,홍콩,한약방,0.0
