방문자 거주지,방문지,방문자 수 비율(%)
타이완,전라남도,16.1
타이완,인천광역시,14.2
타이완,부산광역시,13.2
타이완,경상남도,11.3
타이완,경기도,10.1
타이완,서울특별시,8.9
타이완,울산광역시,6.1
타이완,경상북도,5.0
타이완,충청남도,4.9
타이완,전북특별자치도,4.3
타이완,제주특별자치도,2.9
타이완,강원특별자치도,1.8
타이완,대구광역시,0.4
타이완,충청북도,0.3
타이완,대전광역시,0.2
타이완,광주광역시,0.1
타이완,세종특별자치시,0.0
