기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202501,미국,피부과,35.64
202501,미국,성형외과,27.95
202501,미국,대학/종합병원,15.09
202501,미국,치과,10.08
202501,미국,약국,5.68
202501,미국,안과,2.85
202501,미국,한의학과,2.7
202501,미국,한약방,0.01
202502,미국,피부과,33.27
202502,미국,성형외과,29.22
202502,미국,대학/종합병원,14.82
202502,미국,치과,11.23
202502,미국,약국,5.39
202502,미국,안과,3.24
202502,미국,한의학과,2.82
202502,미국,한약방,0.01
202503,미국,피부과,37.63
202503,미국,성형외과,28.58
202503,미국,대학/종합병원,12.7
202503,미국,치과,10.21
202503,미국,약국,5.44
202503,미국,안과,2.93
202503,미국,한의학과,2.49
202503,미국,한약방,0.01
202504,미국,피부과,40.28
202504,미국,성형외과,29.58
202504,미국,대학/종합병원,10.72
202504,미국,치과,8.45
202504,미국,약국,5.89
202504,미국,안과,2.92
202504,미국,한의학과,2.14
202504,미국,한약방,0.02
202505,미국,피부과,38.35
202505,미국,성형외과,26.89
202505,미국,대학/종합병원,11.42
202505,미국,치과,10.21
202505,미국,약국,6.87
202505,미국,안과,3.83
202505,미국,한의학과,2.43
202505,미국,한약방,0.01
202506,미국,피부과,39.03
202506,미국,성형외과,26.56
202506,미국,대학/종합병원,12.36
202506,미국,치과,8.74
202506,미국,약국,7.56
202506,미국,안과,3.11
202506,미국,한의학과,2.61
202506,미국,한약방,0.02
202507,미국,피부과,39.45
202507,미국,성형외과,24.71
202507,미국,대학/종합병원,12.94
202507,미국,치과,10.08
202507,미국,약국,7.37
202507,미국,안과,2.75
202507,미국,한의학과,2.68
202507,미국,한약방,0.01
202508,미국,피부과,39.35
202508,미국,성형외과,25.89
202508,미국,대학/종합병원,12.72
202508,미국,치과,9.78
202508,미국,약국,7.06
202508,미국,안과,2.7
202508,미국,한의학과,2.49
202508,미국,한약방,0.01
202509,미국,피부과,38.24
202509,미국,성형외과,28.78
202509,미국,대학/종합병원,11.32
202509,미국,치과,9.37
202509,미국,약국,6.58
202509,미국,안과,3.25
202509,미국,한의학과,2.45
202509,미국,한약방,0.01
202510,미국,피부과,40.32
202510,미국,성형외과,26.56
202510,미국,대학/종합병원,11.37
202510,미국,치과,9.39
202510,미국,약국,7.36
202510,미국,안과,2.6
202510,미국,한의학과,2.38
202510,미국,한약방,0.02
202511,미국,피부과,42.71
202511,미국,성형외과,26.08
202511,미국,대학/종합병원,10.06
202511,미국,치과,8.73
202511,미국,약국,7.96
202511,미국,안과,2.34
202511,미국,한의학과,2.1
202511,미국,한약방,0.01
202512,미국,피부과,42.41
202512,미국,성형외과,27.84
202512,미국,대학/종합병원,10.59
202512,미국,치과,7.7
202512,미국,약국,6.67
202512,미국,안과,2.53
202512,미국,한의학과,2.25
202512,미국,한약방,0.01
