기준연월,시도명,소비금액_(전체)
2018,전국,2.9583466E8
2019,전국,3.88618581E8
2020,전국,1.42213622E8
2021,전국,1.1380951E8
2022,전국,2.6299094E8
2023,전국,5.81715547E8
2024,전국,1.03878922E9
2025,전국,1.722843271E9
2026,전국,1.193144419E9
