기준연월,시도명,소비건수_(전체)
2018,제주특별자치도,14546.0
2019,제주특별자치도,19010.0
2020,제주특별자치도,11616.0
2021,제주특별자치도,6980.0
2022,제주특별자치도,12182.0
2023,제주특별자치도,23977.0
2024,제주특별자치도,37676.0
2025,제주특별자치도,66041.0
2026,제주특별자치도,64371.0
