기준연월,시도명,소비금액_(전체)
201801,서울특별시,1.4129833E7
201802,서울특별시,1.2601936E7
201803,서울특별시,1.7051695E7
201804,서울특별시,1.8204722E7
201805,서울특별시,1.7985089E7
201806,서울특별시,1.6887532E7
201807,서울특별시,1.6489396E7
201808,서울특별시,1.3940454E7
201809,서울특별시,1.3473987E7
201810,서울특별시,1.713123E7
201811,서울특별시,1.9892102E7
201812,서울특별시,1.7711437E7
