기준연월,시도명,소비건수_(전체)
201801,서울특별시,26877.0
201802,서울특별시,21851.0
201803,서울특별시,29066.0
201804,서울특별시,32061.0
201805,서울특별시,32809.0
201806,서울특별시,31655.0
201807,서울특별시,32119.0
201808,서울특별시,27441.0
201809,서울특별시,25683.0
201810,서울특별시,33851.0
201811,서울특별시,35568.0
201812,서울특별시,34320.0
