국가명,기준연월,소비건수
대만,202501,13008.0
대만,202502,13312.0
대만,202503,21003.0
대만,202504,22350.0
대만,202505,28569.0
대만,202506,28360.0
대만,202507,25532.0
대만,202508,30387.0
대만,202509,47097.0
대만,202510,39544.0
대만,202511,46489.0
대만,202512,53951.0
