,국가명,KTO카테고리소분류,소비건수비율
202501,대만,전체,6.76
202502,대만,전체,7.33
202503,대만,전체,7.71
202504,대만,전체,6.67
202505,대만,전체,8.51
202506,대만,전체,8.41
202507,대만,전체,8.21
202508,대만,전체,10.85
202509,대만,전체,12.56
202510,대만,전체,10.51
202511,대만,전체,10.88
202512,대만,전체,13.23
