,국가명,KTO카테고리소분류,소비금액비율
202501,대만,전체,11.96
202502,대만,전체,11.67
202503,대만,전체,12.24
202504,대만,전체,9.76
202505,대만,전체,11.51
202506,대만,전체,11.64
202507,대만,전체,10.95
202508,대만,전체,13.83
202509,대만,전체,14.87
202510,대만,전체,13.7
202511,대만,전체,15.37
202512,대만,전체,19.31
