국가명,KTO카테고리소분류,소비건수비율(카테고리별)
글로벌,대학/종합병원,12.4
글로벌,성형외과,8.81
글로벌,안과,1.68
글로벌,약국,49.81
글로벌,치과,5.45
글로벌,피부과,18.53
글로벌,한약방,0.14
글로벌,한의학과,3.18
