기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202301,글로벌,피부과,21.08
202301,글로벌,성형외과,36.43
202301,글로벌,대학/종합병원,21.42
202301,글로벌,치과,9.79
202301,글로벌,약국,5.56
202301,글로벌,한의학과,3.23
202301,글로벌,안과,2.45
202301,글로벌,한약방,0.04
202302,글로벌,피부과,20.6
202302,글로벌,성형외과,43.46
202302,글로벌,대학/종합병원,18.2
202302,글로벌,치과,8.04
202302,글로벌,약국,4.65
202302,글로벌,한의학과,3.02
202302,글로벌,안과,2.0
202302,글로벌,한약방,0.01
202303,글로벌,피부과,23.82
202303,글로벌,성형외과,42.89
202303,글로벌,대학/종합병원,16.31
202303,글로벌,치과,7.47
202303,글로벌,약국,4.55
202303,글로벌,한의학과,2.84
202303,글로벌,안과,2.1
202303,글로벌,한약방,0.02
202304,글로벌,피부과,27.18
202304,글로벌,성형외과,39.48
202304,글로벌,대학/종합병원,16.0
202304,글로벌,치과,7.46
202304,글로벌,약국,4.85
202304,글로벌,한의학과,2.59
202304,글로벌,안과,2.42
202304,글로벌,한약방,0.02
202305,글로벌,피부과,30.73
202305,글로벌,성형외과,36.62
202305,글로벌,대학/종합병원,16.11
202305,글로벌,치과,6.84
202305,글로벌,약국,4.84
202305,글로벌,한의학과,2.6
202305,글로벌,안과,2.23
202305,글로벌,한약방,0.03
202306,글로벌,피부과,34.22
202306,글로벌,성형외과,35.04
202306,글로벌,대학/종합병원,15.12
202306,글로벌,치과,5.99
202306,글로벌,약국,4.76
202306,글로벌,한의학과,2.79
202306,글로벌,안과,2.06
202306,글로벌,한약방,0.02
202307,글로벌,피부과,35.77
202307,글로벌,성형외과,33.02
202307,글로벌,대학/종합병원,15.19
202307,글로벌,치과,6.08
202307,글로벌,약국,5.1
202307,글로벌,한의학과,2.73
202307,글로벌,안과,2.09
202307,글로벌,한약방,0.02
202308,글로벌,피부과,34.51
202308,글로벌,성형외과,35.73
202308,글로벌,대학/종합병원,14.66
202308,글로벌,치과,5.99
202308,글로벌,약국,4.92
202308,글로벌,한의학과,2.33
202308,글로벌,안과,1.82
202308,글로벌,한약방,0.03
202309,글로벌,피부과,37.08
202309,글로벌,성형외과,35.42
202309,글로벌,대학/종합병원,13.15
202309,글로벌,치과,5.5
202309,글로벌,약국,4.61
202309,글로벌,한의학과,2.07
202309,글로벌,안과,2.15
202309,글로벌,한약방,0.02
202310,글로벌,피부과,36.61
202310,글로벌,성형외과,34.74
202310,글로벌,대학/종합병원,13.37
202310,글로벌,치과,6.31
202310,글로벌,약국,4.75
202310,글로벌,한의학과,1.98
202310,글로벌,안과,2.22
202310,글로벌,한약방,0.03
202311,글로벌,피부과,38.09
202311,글로벌,성형외과,34.59
202311,글로벌,대학/종합병원,13.01
202311,글로벌,치과,5.42
202311,글로벌,약국,4.58
202311,글로벌,한의학과,2.16
202311,글로벌,안과,2.12
202311,글로벌,한약방,0.03
202312,글로벌,피부과,37.69
202312,글로벌,성형외과,34.49
202312,글로벌,대학/종합병원,13.67
202312,글로벌,치과,5.5
202312,글로벌,약국,4.6
202312,글로벌,한의학과,2.18
202312,글로벌,안과,1.85
202312,글로벌,한약방,0.02
