국가명,기준연월,소비금액
글로벌,202301,2.6398451E7
글로벌,202302,2.8400903E7
글로벌,202303,3.9823393E7
글로벌,202304,4.6085792E7
글로벌,202305,5.1966038E7
글로벌,202306,5.3343133E7
글로벌,202307,4.928927E7
글로벌,202308,4.744951E7
글로벌,202309,5.3600429E7
글로벌,202310,6.4616487E7
글로벌,202311,6.5004798E7
글로벌,202312,5.5737344E7
