국가명,KTO카테고리소분류,소비금액비율(카테고리별)
글로벌,대학/종합병원,26.82
글로벌,성형외과,34.73
글로벌,안과,1.34
글로벌,약국,5.67
글로벌,치과,7.16
글로벌,피부과,20.57
글로벌,한약방,0.05
글로벌,한의학과,3.66
