국가명,KTO카테고리소분류,소비건수비율(카테고리별)
글로벌,대학/종합병원,21.93
글로벌,성형외과,7.04
글로벌,안과,1.53
글로벌,약국,46.61
글로벌,치과,6.58
글로벌,피부과,11.43
글로벌,한약방,0.17
글로벌,한의학과,4.71
