기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201901,글로벌,성형외과,34.91
201901,글로벌,피부과,17.72
201901,글로벌,대학/종합병원,29.56
201901,글로벌,치과,7.41
201901,글로벌,약국,5.12
201901,글로벌,한의학과,3.76
201901,글로벌,안과,1.46
201901,글로벌,한약방,0.05
201902,글로벌,성형외과,34.94
201902,글로벌,피부과,17.59
201902,글로벌,대학/종합병원,30.32
201902,글로벌,치과,6.64
201902,글로벌,약국,4.85
201902,글로벌,한의학과,3.95
201902,글로벌,안과,1.66
201902,글로벌,한약방,0.05
201903,글로벌,성형외과,35.99
201903,글로벌,피부과,20.02
201903,글로벌,대학/종합병원,27.37
201903,글로벌,치과,6.61
201903,글로벌,약국,4.97
201903,글로벌,한의학과,3.96
201903,글로벌,안과,1.04
201903,글로벌,한약방,0.03
201904,글로벌,성형외과,37.74
201904,글로벌,피부과,18.12
201904,글로벌,대학/종합병원,27.22
201904,글로벌,치과,7.03
201904,글로벌,약국,5.33
201904,글로벌,한의학과,3.38
201904,글로벌,안과,1.14
201904,글로벌,한약방,0.03
201905,글로벌,성형외과,32.7
201905,글로벌,피부과,21.19
201905,글로벌,대학/종합병원,27.0
201905,글로벌,치과,7.3
201905,글로벌,약국,6.25
201905,글로벌,한의학과,3.79
201905,글로벌,안과,1.69
201905,글로벌,한약방,0.08
201906,글로벌,성형외과,31.76
201906,글로벌,피부과,20.45
201906,글로벌,대학/종합병원,27.65
201906,글로벌,치과,7.8
201906,글로벌,약국,6.43
201906,글로벌,한의학과,4.2
201906,글로벌,안과,1.64
201906,글로벌,한약방,0.08
201907,글로벌,성형외과,30.96
201907,글로벌,피부과,21.71
201907,글로벌,대학/종합병원,28.45
201907,글로벌,치과,7.94
201907,글로벌,약국,5.88
201907,글로벌,한의학과,3.99
201907,글로벌,안과,1.02
201907,글로벌,한약방,0.06
201908,글로벌,성형외과,32.47
201908,글로벌,피부과,21.07
201908,글로벌,대학/종합병원,26.71
201908,글로벌,치과,7.37
201908,글로벌,약국,6.29
201908,글로벌,한의학과,4.48
201908,글로벌,안과,1.56
201908,글로벌,한약방,0.06
201909,글로벌,성형외과,36.09
201909,글로벌,피부과,19.0
201909,글로벌,대학/종합병원,26.5
201909,글로벌,치과,7.63
201909,글로벌,약국,5.69
201909,글로벌,한의학과,3.81
201909,글로벌,안과,1.25
201909,글로벌,한약방,0.03
201910,글로벌,성형외과,34.73
201910,글로벌,피부과,21.59
201910,글로벌,대학/종합병원,26.27
201910,글로벌,치과,6.88
201910,글로벌,약국,5.7
201910,글로벌,한의학과,3.31
201910,글로벌,안과,1.48
201910,글로벌,한약방,0.04
201911,글로벌,성형외과,36.49
201911,글로벌,피부과,21.73
201911,글로벌,대학/종합병원,25.77
201911,글로벌,치과,6.39
201911,글로벌,약국,5.46
201911,글로벌,한의학과,2.98
201911,글로벌,안과,1.13
201911,글로벌,한약방,0.04
201912,글로벌,성형외과,36.48
201912,글로벌,피부과,24.23
201912,글로벌,대학/종합병원,22.01
201912,글로벌,치과,7.1
201912,글로벌,약국,5.89
201912,글로벌,한의학과,3.08
201912,글로벌,안과,1.17
201912,글로벌,한약방,0.04
