기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201901,글로벌,약국,44.21
201901,글로벌,대학/종합병원,25.06
201901,글로벌,피부과,10.55
201901,글로벌,성형외과,6.85
201901,글로벌,치과,6.81
201901,글로벌,한의학과,4.89
201901,글로벌,안과,1.48
201901,글로벌,한약방,0.15
201902,글로벌,약국,43.28
201902,글로벌,대학/종합병원,24.94
201902,글로벌,피부과,11.24
201902,글로벌,성형외과,7.41
201902,글로벌,치과,6.7
201902,글로벌,한의학과,4.73
201902,글로벌,안과,1.56
201902,글로벌,한약방,0.15
201903,글로벌,약국,44.99
201903,글로벌,대학/종합병원,23.63
201903,글로벌,피부과,11.2
201903,글로벌,성형외과,7.44
201903,글로벌,치과,6.52
201903,글로벌,한의학과,4.69
201903,글로벌,안과,1.39
201903,글로벌,한약방,0.14
201904,글로벌,약국,45.95
201904,글로벌,대학/종합병원,23.16
201904,글로벌,피부과,10.64
201904,글로벌,성형외과,7.68
201904,글로벌,치과,6.37
201904,글로벌,한의학과,4.61
201904,글로벌,안과,1.44
201904,글로벌,한약방,0.15
201905,글로벌,약국,46.87
201905,글로벌,대학/종합병원,21.6
201905,글로벌,피부과,11.55
201905,글로벌,성형외과,6.8
201905,글로벌,치과,6.59
201905,글로벌,한의학과,4.79
201905,글로벌,안과,1.62
201905,글로벌,한약방,0.18
201906,글로벌,약국,47.31
201906,글로벌,대학/종합병원,20.42
201906,글로벌,피부과,11.75
201906,글로벌,성형외과,6.7
201906,글로벌,치과,6.87
201906,글로벌,한의학과,4.99
201906,글로벌,안과,1.76
201906,글로벌,한약방,0.19
201907,글로벌,약국,46.74
201907,글로벌,대학/종합병원,21.3
201907,글로벌,피부과,11.51
201907,글로벌,성형외과,5.87
201907,글로벌,치과,7.27
201907,글로벌,한의학과,5.38
201907,글로벌,안과,1.74
201907,글로벌,한약방,0.2
201908,글로벌,약국,47.51
201908,글로벌,대학/종합병원,20.79
201908,글로벌,피부과,11.46
201908,글로벌,성형외과,6.35
201908,글로벌,치과,6.99
201908,글로벌,한의학과,5.03
201908,글로벌,안과,1.69
201908,글로벌,한약방,0.17
201909,글로벌,약국,47.7
201909,글로벌,대학/종합병원,21.3
201909,글로벌,피부과,11.56
201909,글로벌,성형외과,6.99
201909,글로벌,치과,6.12
201909,글로벌,한의학과,4.75
201909,글로벌,안과,1.4
201909,글로벌,한약방,0.19
201910,글로벌,약국,47.63
201910,글로벌,대학/종합병원,21.88
201910,글로벌,피부과,11.11
201910,글로벌,성형외과,6.85
201910,글로벌,치과,6.23
201910,글로벌,한의학과,4.57
201910,글로벌,안과,1.55
201910,글로벌,한약방,0.17
201911,글로벌,약국,46.84
201911,글로벌,대학/종합병원,21.99
201911,글로벌,피부과,11.9
201911,글로벌,성형외과,7.66
201911,글로벌,치과,6.03
201911,글로벌,한의학과,4.06
201911,글로벌,안과,1.34
201911,글로벌,한약방,0.17
201912,글로벌,약국,48.12
201912,글로벌,대학/종합병원,19.26
201912,글로벌,피부과,12.37
201912,글로벌,성형외과,7.95
201912,글로벌,치과,6.58
201912,글로벌,한의학과,4.22
201912,글로벌,안과,1.36
201912,글로벌,한약방,0.14
